27.9,28.3,10000.0,0,0.0,11
27.9,28.3,9434.0,20,-566.0,6
27.9,28.25,8577.0,50,-1423.0,14
27.8,28.1,9135.0,30,-865.0,15
27.98,28.25,9135.0,30,-865.0,14
28.05,28.35,9694.6,10,-305.39999999999964,15
28.05,28.35,9694.6,10,-305.39999999999964,11
28.05,28.35,9127.6,30,-872.3999999999996,7
28.05,28.35,7710.1,80,-2289.8999999999996,7
28.1,28.4,6292.6,130,-3707.3999999999996,5
28.25,28.5,6277.6,130,-3722.3999999999996,12
28.3,28.6,9102.6,30,-897.3999999999996,7
28.4,28.65,7672.6,80,-2327.3999999999996,15
28.4,28.65,7672.6,80,-2327.3999999999996,9
28.4,28.65,8519.6,50,-1480.3999999999996,14
28.4,28.65,9087.6,30,-912.3999999999996,7
28.45,28.7,7655.1,80,-2344.8999999999996,13
28.5,28.75,9077.6,30,-922.3999999999996,15
28.6,28.8,9077.6,30,-922.3999999999996,15
28.65,28.9,9077.6,30,-922.3999999999996,2
28.65,28.9,6760.6,110,-3239.3999999999996,9
28.65,28.9,7615.1,80,-2384.8999999999996,5
28.7,28.95,7602.6,80,-2397.3999999999996,1
28.6,28.9,6142.6,130,-3857.3999999999996,13
28.6,28.78,7572.6,80,-2427.3999999999996,14
28.5,28.7,8144.6,60,-1855.3999999999996,14
28.25,28.5,8714.6,40,-1285.3999999999996,14
28.25,28.5,9279.6,20,-720.3999999999996,14
28.25,28.5,9844.6,0,-155.39999999999964,15
27.95,28.25,9844.6,0,-155.39999999999964,11
27.75,28.0,9279.6,20,-720.3999999999996,14
27.9,28.3,10000.0,0,0.0,7
27.9,28.3,8585.0,50,-1415.0,9
27.9,28.25,9414.0,20,-586.0,10
27.8,28.1,9407.0,20,-593.0,14
27.98,28.25,9963.0,0,-37.0,3
28.05,28.35,7138.0,100,-2862.0,14
28.05,28.35,7699.0,80,-2301.0,3
28.05,28.35,4864.0,180,-5136.0,2
28.05,28.35,2590.0,260,-7410.0,7
28.1,28.4,1172.5,310,-8827.5,10
28.25,28.5,1166.5,310,-8833.5,10
28.3,28.6,1161.5,310,-8838.5,4
28.4,28.65,2561.5,260,-7438.5,0
28.4,28.65,2536.5,260,-7463.5,11
28.4,28.65,1963.5,280,-8036.5,11
28.4,28.65,1390.5,300,-8609.5,9
28.45,28.7,2237.5,270,-7762.5,15
28.5,28.75,2237.5,270,-7762.5,1
28.6,28.8,787.5,320,-9212.5,0
28.65,28.9,767.5,320,-9232.5,14
28.65,28.9,1340.5,300,-8659.5,10
28.65,28.9,1335.5,300,-8664.5,15
28.7,28.95,1335.5,300,-8664.5,13
28.6,28.9,2770.5,250,-7229.5,7
28.6,28.78,1325.5,300,-8674.5,13
28.5,28.7,2755.5,250,-7244.5,13
28.25,28.5,4180.5,200,-5819.5,8
28.25,28.5,6435.5,120,-3564.5,14
28.25,28.5,7000.5,100,-2999.5,12
27.95,28.25,9825.5,0,-174.5,15
27.75,28.0,9825.5,0,-174.5,15
27.9,28.3,10000.0,0,0.0,11
27.9,28.3,9434.0,20,-566.0,14
27.9,28.25,9992.0,0,-8.0,3
27.8,28.1,7167.0,100,-2833.0,4
27.98,28.25,8542.0,50,-1458.0,13
28.05,28.35,9941.0,0,-59.0,11
28.05,28.35,9374.0,20,-626.0,7
28.05,28.35,7956.5,70,-2043.5,9
28.05,28.35,8792.0,40,-1208.0,15
28.1,28.4,8792.0,40,-1208.0,7
28.25,28.5,7372.0,90,-2628.0,3
28.3,28.6,4522.0,190,-5478.0,15
28.4,28.65,4522.0,190,-5478.0,6
28.4,28.65,3657.5,220,-6342.5,9
28.4,28.65,4504.5,190,-5495.5,14
28.4,28.65,5072.5,170,-4927.5,4
28.45,28.7,6480.0,120,-3520.0,9
28.5,28.75,7328.5,90,-2671.5,9
28.6,28.8,8178.5,60,-1821.5,14
28.65,28.9,8750.5,40,-1249.5,7
28.65,28.9,7305.5,90,-2694.5,14
28.65,28.9,7878.5,70,-2121.5,14
28.7,28.95,8451.5,50,-1548.5,7
28.6,28.9,7004.0,100,-2996.0,8
28.6,28.78,9286.0,20,-714.0,10
28.5,28.7,9282.4,20,-717.6000000000004,15
28.25,28.5,9282.4,20,-717.6000000000004,14
28.25,28.5,9847.4,0,-152.60000000000036,15
28.25,28.5,9847.4,0,-152.60000000000036,7
27.95,28.25,8422.4,50,-1577.6000000000004,15
27.75,28.0,8422.4,50,-1577.6000000000004,13
27.9,28.3,10000.0,0,0.0,7
27.9,28.3,8585.0,50,-1415.0,7
27.9,28.25,7170.0,100,-2830.0,4
27.8,28.1,8547.5,50,-1452.5,1
27.98,28.25,7127.5,100,-2872.5,1
28.05,28.35,5701.5,150,-4298.5,3
28.05,28.35,2866.5,250,-7133.5,15
28.05,28.35,2866.5,250,-7133.5,5
28.05,28.35,2851.5,250,-7148.5,9
28.1,28.4,3687.0,220,-6313.0,6
28.25,28.5,2829.0,250,-7171.0,8
28.3,28.6,5084.0,170,-4916.0,5
28.4,28.65,5069.0,170,-4931.0,15
28.4,28.65,5069.0,170,-4931.0,8
28.4,28.65,7336.0,90,-2664.0,14
28.4,28.65,7904.0,70,-2096.0,7
28.45,28.7,6471.5,120,-3528.5,10
28.5,28.75,6466.5,120,-3533.5,13
28.6,28.8,7891.5,70,-2108.5,6
28.65,28.9,7023.5,100,-2976.5,0
28.65,28.9,6998.5,100,-3001.5,7
28.65,28.9,5553.5,150,-4446.5,5
28.7,28.95,5541.0,150,-4459.0,14
28.6,28.9,6115.0,130,-3885.0,8
28.6,28.78,8397.0,50,-1603.0,13
28.5,28.7,9827.0,0,-173.0,11
28.25,28.5,9253.0,20,-747.0,14
28.25,28.5,9818.0,0,-182.0,15
28.25,28.5,9818.0,0,-182.0,15
27.95,28.25,9818.0,0,-182.0,11
27.75,28.0,9253.0,20,-747.0,14
27.9,28.3,10000.0,0,0.0,3
27.9,28.3,7170.0,100,-2830.0,9
27.9,28.25,7999.0,70,-2001.0,6
27.8,28.1,7144.5,100,-2855.5,13
27.98,28.25,8534.5,50,-1465.5,6
28.05,28.35,7681.6,80,-2318.3999999999996,11
28.05,28.35,7114.6,100,-2885.3999999999996,12
28.05,28.35,9919.6,0,-80.39999999999964,15
28.05,28.35,9919.6,0,-80.39999999999964,7
28.1,28.4,8502.1,50,-1497.8999999999996,11
28.25,28.5,7934.1,70,-2065.8999999999996,15
28.3,28.6,7934.1,70,-2065.8999999999996,6
28.4,28.65,7070.1,100,-2929.8999999999996,11
28.4,28.65,6497.1,120,-3502.8999999999996,14
28.4,28.65,7065.1,100,-2934.8999999999996,2
28.4,28.65,4768.1,180,-5231.9,6
28.45,28.7,3903.6000000000004,210,-6096.4,5
28.5,28.75,3891.1000000000004,210,-6108.9,14
28.6,28.8,4461.1,190,-5538.9,13
28.65,28.9,5891.1,140,-4108.9,14
28.65,28.9,6464.1,120,-3535.8999999999996,10
28.65,28.9,6459.1,120,-3540.8999999999996,9
28.7,28.95,7313.6,90,-2686.3999999999996,6
28.6,28.9,6440.1,120,-3559.8999999999996,14
28.6,28.78,7012.1,100,-2987.8999999999996,13
28.5,28.7,8442.1,50,-1557.8999999999996,6
28.25,28.5,7577.1,80,-2422.8999999999996,9
28.25,28.5,8419.6,50,-1580.3999999999996,13
28.25,28.5,9832.1,0,-167.89999999999964,15
27.95,28.25,9832.1,0,-167.89999999999964,7
27.75,28.0,8419.6,50,-1580.3999999999996,13
27.9,28.3,10000.0,0,0.0,7
27.9,28.3,8585.0,50,-1415.0,13
27.9,28.25,9980.0,0,-20.0,7
27.8,28.1,8567.5,50,-1432.5,9
27.98,28.25,9395.5,20,-604.5,2
28.05,28.35,7130.1,100,-2869.8999999999996,5
28.05,28.35,7115.1,100,-2884.8999999999996,4
28.05,28.35,8502.6,50,-1497.3999999999996,3
28.05,28.35,5667.6,150,-4332.4,7
28.1,28.4,4250.1,200,-5749.9,6
28.25,28.5,3392.1000000000004,230,-6607.9,5
28.3,28.6,3379.6000000000004,230,-6620.4,4
28.4,28.65,4779.6,180,-5220.4,14
28.4,28.65,5347.6,160,-4652.4,6
28.4,28.65,4483.1,190,-5516.9,2
28.4,28.65,2186.1000000000004,270,-7813.9,6
28.45,28.7,1321.6000000000004,300,-8678.4,4
28.5,28.75,2731.6000000000004,250,-7268.4,5
28.6,28.8,2719.1000000000004,250,-7280.9,6
28.65,28.9,1851.1000000000004,280,-8148.9,8
28.65,28.9,4138.1,200,-5861.9,12
28.65,28.9,7003.1,100,-2996.8999999999996,10
28.7,28.95,6998.1,100,-3001.8999999999996,8
28.6,28.9,9289.1,20,-710.8999999999996,11
28.6,28.78,8711.1,40,-1288.8999999999996,11
28.5,28.7,8135.5,60,-1864.5,11
28.25,28.5,7561.5,80,-2438.5,11
28.25,28.5,6991.5,100,-3008.5,9
28.25,28.5,7834.0,70,-2166.0,13
27.95,28.25,9246.5,20,-753.5,14
27.75,28.0,9805.5,0,-194.5,15
27.9,28.3,10000.0,0,0.0,3
27.9,28.3,7170.0,100,-2830.0,13
27.9,28.25,8565.0,50,-1435.0,11
27.8,28.1,8000.0,70,-2000.0,7
27.98,28.25,6595.0,120,-3405.0,4
28.05,28.35,7980.5,70,-2019.5,14
28.05,28.35,8541.5,50,-1458.5,11
28.05,28.35,7974.5,70,-2025.5,1
28.05,28.35,6542.0,120,-3458.0,14
28.1,28.4,7103.0,100,-2897.0,14
28.25,28.5,7665.0,80,-2335.0,11
28.3,28.6,7095.0,100,-2905.0,13
28.4,28.65,8510.0,50,-1490.0,13
28.4,28.65,9930.0,0,-70.0,15
28.4,28.65,9930.0,0,-70.0,3
28.4,28.65,7065.0,100,-2935.0,14
28.45,28.7,7633.0,80,-2367.0,5
28.5,28.75,7620.5,80,-2379.5,2
28.6,28.8,5315.5,160,-4684.5,11
28.65,28.9,4739.5,180,-5260.5,4
28.65,28.9,6159.5,130,-3840.5,8
28.65,28.9,8446.5,50,-1553.5,5
28.7,28.95,8434.0,50,-1566.0,10
28.6,28.9,8429.0,50,-1571.0,15
28.6,28.78,8429.0,50,-1571.0,13
28.5,28.7,9859.0,0,-141.0,11
28.25,28.5,9285.0,20,-715.0,2
28.25,28.5,7000.0,100,-3000.0,9
28.25,28.5,7842.5,70,-2157.5,15
27.95,28.25,7842.5,70,-2157.5,13
27.75,28.0,9240.0,20,-760.0,14
27.9,28.3,10000.0,0,0.0,15
27.9,28.3,10000.0,0,0.0,11
27.9,28.25,9434.0,20,-566.0,7
27.8,28.1,8021.5,70,-1978.5,15
27.98,28.25,8021.5,70,-1978.5,13
28.05,28.35,9420.5,20,-579.5,10
28.05,28.35,9414.5,20,-585.5,15
28.05,28.35,9414.5,20,-585.5,15
28.05,28.35,9414.5,20,-585.5,10
28.1,28.4,9408.5,20,-591.5,10
28.25,28.5,9402.5,20,-597.5,10
28.3,28.6,9397.5,20,-602.5,14
28.4,28.65,9963.5,0,-36.5,3
28.4,28.65,7098.5,100,-2901.5,4
28.4,28.65,8506.0,50,-1494.0,5
28.4,28.65,8493.5,50,-1506.5,2
28.45,28.7,6196.5,130,-3803.5,12
28.5,28.75,9041.5,30,-958.5,14
28.6,28.8,9611.5,10,-388.5,3
28.65,28.9,6731.5,110,-3268.5,6
28.65,28.9,5859.5,140,-4140.5,14
28.65,28.9,6432.5,120,-3567.5,4
28.7,28.95,7852.5,70,-2147.5,7
28.6,28.9,6405.0,120,-3595.0,15
28.6,28.78,6405.0,120,-3595.0,15
28.5,28.7,6405.0,120,-3595.0,13
28.25,28.5,7830.0,70,-2170.0,7
28.25,28.5,6405.0,120,-3595.0,8
28.25,28.5,8660.0,40,-1340.0,14
27.95,28.25,9225.0,20,-775.0,15
27.75,28.0,9225.0,20,-775.0,14
27.9,28.3,10000.0,0,0.0,15
27.9,28.3,10000.0,0,0.0,3
27.9,28.25,7170.0,100,-2830.0,12
27.8,28.1,9960.0,0,-40.0,7
27.98,28.25,8555.0,50,-1445.0,6
28.05,28.35,7702.1,80,-2297.8999999999996,5
28.05,28.35,7687.1,80,-2312.8999999999996,11
28.05,28.35,7120.1,100,-2879.8999999999996,12
28.05,28.35,9925.1,0,-74.89999999999964,3
28.1,28.4,7090.1,100,-2909.8999999999996,12
28.25,28.5,9900.1,0,-99.89999999999964,11
28.3,28.6,9330.1,20,-669.8999999999996,11
28.4,28.65,8758.1,40,-1241.8999999999996,10
28.4,28.65,8753.1,40,-1246.8999999999996,7
28.4,28.65,7320.6,90,-2679.3999999999996,14
28.4,28.65,7888.6,70,-2111.3999999999996,13
28.45,28.7,9308.6,20,-691.3999999999996,10
