date,buy,sale,nb
01.01.2015,20.0,20.13,19.232908
02.01.2015,20.0,20.13,19.232908
03.01.2015,20.0,20.13,19.232908
04.01.2015,20.0,20.13,19.232908
05.01.2015,20.0,20.13,19.232908
06.01.2015,19.6,20.1,18.801353
07.01.2015,19.6,20.1,18.801353
08.01.2015,19.35,19.7,18.640487
09.01.2015,19.35,19.5,18.534114
10.01.2015,19.35,19.5,18.534114
11.01.2015,19.35,19.5,18.534114
12.01.2015,19.35,19.5,18.614884
13.01.2015,19.35,19.5,18.612436
14.01.2015,19.35,19.5,18.581675
15.01.2015,19.35,19.5,18.576352
16.01.2015,19.35,19.45,18.49626
17.01.2015,19.1,19.2,18.397607
18.01.2015,19.1,19.2,18.397607
19.01.2015,19.0,19.12,18.318006
20.01.2015,19.0,19.15,18.303647
21.01.2015,19.0,19.16,18.277168
22.01.2015,19.0,19.13,18.279427
23.01.2015,19.0,19.18,18.347204
24.01.2015,19.0,19.18,18.347204
25.01.2015,19.0,19.18,18.347204
26.01.2015,18.5,18.65,17.704044
27.01.2015,18.5,18.63,17.8775
28.01.2015,18.7,18.83,17.941995
29.01.2015,18.8,18.9,18.098599
30.01.2015,18.8,18.9,18.28257
31.01.2015,18.8,18.9,18.28257
01.02.2015,18.8,18.9,18.28257
02.02.2015,19.0,19.06,18.254179
03.02.2015,19.05,19.12,18.369079
04.02.2015,19.2,19.26,19.03083
05.02.2015,19.5,20.0,20.602529
06.02.2015,25.5,28.0,26.391992
07.02.2015,25.5,28.0,26.391992
08.02.2015,25.5,28.0,26.391992
09.02.2015,26.0,28.0,28.56736
10.02.2015,27.0,29.0,28.007658
11.02.2015,26.5,29.0,28.872948
12.02.2015,28.0,29.3,28.397169
13.02.2015,28.0,29.3,29.360503
14.02.2015,28.0,29.3,29.360503
15.02.2015,28.0,29.3,29.360503
16.02.2015,27.9,29.6,29.647383
17.02.2015,28.0,29.3,30.07002
18.02.2015,28.5,30.5,30.591828
19.02.2015,29.6,31.15,31.111509
20.02.2015,30.0,31.0,31.722467
21.02.2015,30.0,31.0,31.722467
22.02.2015,30.0,31.0,31.722467
23.02.2015,31.8,34.0,32.027645
24.02.2015,33.5,37.5,31.963418
25.02.2015,29.5,38.0,31.770545
26.02.2015,31.5,36.3,34.049545
27.02.2015,31.0,35.0,31.419523
28.02.2015,31.0,35.0,31.419523
01.03.2015,31.0,35.0,31.419523
02.03.2015,29.0,33.6,30.18852
03.03.2015,26.5,31.0,27.866153
04.03.2015,23.5,28.0,26.547747
05.03.2015,26.0,29.0,25.685943
06.03.2015,28.0,32.0,25.344739
07.03.2015,28.0,32.0,25.344739
08.03.2015,28.0,32.0,25.344739
09.03.2015,28.0,32.0,25.344739
10.03.2015,25.8,30.0,23.604981
11.03.2015,24.0,28.0,23.143543
12.03.2015,23.5,27.5,22.799746
13.03.2015,23.5,27.5,22.941123
14.03.2015,23.5,27.5,22.941123
15.03.2015,23.5,27.5,22.941123
16.03.2015,23.0,27.0,23.015647
17.03.2015,24.0,27.55,23.486016
18.03.2015,24.5,27.55,24.776133
19.03.2015,26.0,29.0,24.778966
20.03.2015,25.0,28.0,24.760618
21.03.2015,25.0,28.0,24.760618
22.03.2015,25.0,28.0,24.760618
23.03.2015,24.0,29.0,24.946303
24.03.2015,23.0,29.0,25.411695
25.03.2015,23.0,29.0,25.794938
26.03.2015,23.0,29.0,25.815628
27.03.2015,23.0,29.0,25.800841
28.03.2015,23.0,29.0,25.800841
29.03.2015,23.0,29.0,25.800841
30.03.2015,23.0,29.0,25.449314
31.03.2015,23.0,29.0,25.449314
01.04.2015,23.0,28.0,25.231343
02.04.2015,23.0,27.55,25.254831
03.04.2015,23.0,27.75,25.46078
04.04.2015,23.0,27.75,25.239097
05.04.2015,23.0,27.75,25.239097
06.04.2015,23.0,28.0,25.239097
07.04.2015,23.0,28.0,25.393659
08.04.2015,23.0,27.1,25.496994
09.04.2015,22.5,27.0,25.536926
10.04.2015,22.5,26.5,25.249267
11.04.2015,22.5,26.5,24.186309
12.04.2015,22.5,26.5,24.186309
13.04.2015,22.5,26.5,24.186309
14.04.2015,22.0,26.0,24.186309
15.04.2015,22.5,26.5,24.219608
16.04.2015,22.5,26.5,23.044264
17.04.2015,22.0,25.3,22.970656
18.04.2015,22.0,25.3,22.771747
19.04.2015,22.0,25.3,22.771747
20.04.2015,22.0,24.8,22.771747
21.04.2015,22.0,25.0,23.863379
22.04.2015,22.5,26.0,23.835512
23.04.2015,22.5,25.7,24.217078
24.04.2015,22.0,25.5,24.270461
25.04.2015,22.0,25.5,24.301644
26.04.2015,22.0,25.5,24.301644
27.04.2015,23.0,26.0,24.301644
28.04.2015,22.5,25.5,24.780827
29.04.2015,22.0,25.0,24.326131
30.04.2015,22.0,25.5,23.155725
01.05.2015,22.0,25.5,23.699981
02.05.2015,22.0,25.5,23.699981
03.05.2015,22.0,25.5,23.699981
04.05.2015,22.0,25.5,23.699981
05.05.2015,22.0,25.5,23.699981
06.05.2015,22.5,26.0,23.493622
07.05.2015,23.0,26.0,23.61164
08.05.2015,22.5,25.5,23.426741
09.05.2015,22.5,25.5,23.426741
10.05.2015,22.5,25.5,23.426741
11.05.2015,22.5,25.5,23.426741
12.05.2015,22.5,25.5,23.103884
13.05.2015,22.5,25.5,23.194554
14.05.2015,23.0,26.0,23.08248
15.05.2015,22.8,25.8,23.488121
