date,buy,sale,nb
01.01.2015,0.250000,0.300000,0.303040
02.01.2015,0.250000,0.300000,0.303040
03.01.2015,0.250000,0.300000,0.303040
04.01.2015,0.250000,0.300000,0.303040
05.01.2015,0.250000,0.300000,0.303040
06.01.2015,0.250000,0.300000,0.280590
07.01.2015,0.250000,0.300000,0.280590
08.01.2015,0.230000,0.300000,0.280160
09.01.2015,0.265000,0.320000,0.280050
10.01.2015,0.265000,0.320000,0.280050
11.01.2015,0.265000,0.320000,0.280050
12.01.2015,0.265000,0.300000,0.280200
13.01.2015,0.260000,0.300000,0.251340
14.01.2015,0.260000,0.300000,0.243220
15.01.2015,0.260000,0.300000,0.238680
16.01.2015,0.260000,0.300000,0.243670
17.01.2015,0.260000,0.300000,0.243600
18.01.2015,0.260000,0.300000,0.243600
19.01.2015,0.260000,0.300000,0.242550
20.01.2015,0.270000,0.310000,0.242750
21.01.2015,0.270000,0.310000,0.242890
22.01.2015,0.270000,0.310000,0.240520
23.01.2015,0.270000,0.310000,0.241470
24.01.2015,0.270000,0.310000,0.241470
25.01.2015,0.270000,0.310000,0.241470
26.01.2015,0.260000,0.300000,0.249400
27.01.2015,0.260000,0.300000,0.242400
28.01.2015,0.270000,0.300000,0.234010
29.01.2015,0.270000,0.300000,0.237590
30.01.2015,0.270000,0.300000,0.235090
31.01.2015,0.270000,0.300000,0.235090
01.02.2015,0.270000,0.300000,0.235090
02.02.2015,0.260000,0.300000,0.234260
03.02.2015,0.270000,0.300000,0.233140
04.02.2015,0.290000,0.340000,0.246840
05.02.2015,0.290000,0.340000,0.275030
06.02.2015,0.335000,0.380000,0.337120
07.02.2015,0.335000,0.380000,0.337120
08.02.2015,0.335000,0.380000,0.337120
09.02.2015,0.340000,0.380000,0.377880
10.02.2015,0.355000,0.400000,0.377620
11.02.2015,0.360000,0.400000,0.390520
12.02.2015,0.375000,0.400000,0.379950
13.02.2015,0.375000,0.400000,0.392110
14.02.2015,0.375000,0.400000,0.392110
15.02.2015,0.375000,0.400000,0.392110
16.02.2015,0.375000,0.410000,0.400240
17.02.2015,0.385000,0.410000,0.420640
18.02.2015,0.390000,0.430000,0.426510
19.02.2015,0.420000,0.440000,0.438430
20.02.2015,0.420000,0.440000,0.448390
21.02.2015,0.420000,0.440000,0.448390
22.02.2015,0.420000,0.440000,0.448390
23.02.2015,0.450000,0.500000,0.459280
24.02.2015,0.460000,0.520000,0.458350
25.02.2015,0.420000,0.540000,0.441610
26.02.2015,0.460000,0.540000,0.479470
27.02.2015,0.450000,0.500000,0.457300
28.02.2015,0.450000,0.500000,0.457300
01.03.2015,0.450000,0.500000,0.457300
02.03.2015,0.420000,0.500000,0.438340
03.03.2015,0.380000,0.450000,0.398890
04.03.2015,0.335000,0.400000,0.381160
